question_id,poll_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,seat_number,seat_name,start_date,end_date,election_date,sponsor_candidate,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,created_at,notes,url,stage,race_id,answer,candidate_name,candidate_party,pct
127597,68120,2020,,568,YouGov,352,Economist,YouGov,391,YouGov,B,1246,rv,rv,Online,U.S. President,0,,8/16/2020,8/18/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/19/2020 10:06,,https://docs.cdn.yougov.com/c6n58wb53l/econTabReport.pdf,general,6210,Trump,Donald Trump,REP,40
127654,68153,2020,Arizona,1562,Redfield & Wilton Strategies,,,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,856,lv,lv,Online,U.S. President,0,,8/16/2020,8/18/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/21/2020 18:59,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-16-19-august/,general,6214,Biden,Joseph R. Biden Jr.,DEM,47
127654,68153,2020,Arizona,1562,Redfield & Wilton Strategies,,,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,856,lv,lv,Online,U.S. President,0,,8/16/2020,8/18/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/21/2020 18:59,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-16-19-august/,general,6214,Trump,Donald Trump,REP,38
127654,68153,2020,Arizona,1562,Redfield & Wilton Strategies,,,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,856,lv,lv,Online,U.S. President,0,,8/16/2020,8/18/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/21/2020 18:59,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-16-19-august/,general,6214,Jorgensen,Jo Jorgensen,LIB,2
127654,68153,2020,Arizona,1562,Redfield & Wilton Strategies,,,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,856,lv,lv,Online,U.S. President,0,,8/16/2020,8/18/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/21/2020 18:59,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-16-19-august/,general,6214,Hawkins,Howie Hawkins,GRE,1
127654,68153,2020,Arizona,1562,Redfield & Wilton Strategies,,,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,856,lv,lv,Online,U.S. President,0,,8/16/2020,8/18/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/21/2020 18:59,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-16-19-august/,general,6214,West,Kanye West,IND,2
127656,68155,2020,Michigan,1562,Redfield & Wilton Strategies,,,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,812,lv,lv,Online,U.S. President,0,,8/16/2020,8/18/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/21/2020 19:00,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-16-19-august/,general,6233,Biden,Joseph R. Biden Jr.,DEM,50
127656,68155,2020,Michigan,1562,Redfield & Wilton Strategies,,,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,812,lv,lv,Online,U.S. President,0,,8/16/2020,8/18/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/21/2020 19:00,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-16-19-august/,general,6233,Trump,Donald Trump,REP,38
127656,68155,2020,Michigan,1562,Redfield & Wilton Strategies,,,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,812,lv,lv,Online,U.S. President,0,,8/16/2020,8/18/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/21/2020 19:00,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-16-19-august/,general,6233,Jorgensen,Jo Jorgensen,LIB,1
127656,68155,2020,Michigan,1562,Redfield & Wilton Strategies,,,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,812,lv,lv,Online,U.S. President,0,,8/16/2020,8/18/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/21/2020 19:00,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-16-19-august/,general,6233,Hawkins,Howie Hawkins,GRE,1
127613,68130,2020,Minnesota,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,C-,1141,lv,lv,Automated Phone,U.S. President,0,,8/15/2020,8/18/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/19/2020 23:51,,https://drive.google.com/file/d/1k75e8WjQL01TXmzE3aVSBqrHo5CucbD-/view,general,6234,Biden,Joseph R. Biden Jr.,DEM,46.9
127613,68130,2020,Minnesota,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,C-,1141,lv,lv,Automated Phone,U.S. President,0,,8/15/2020,8/18/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/19/2020 23:51,,https://drive.google.com/file/d/1k75e8WjQL01TXmzE3aVSBqrHo5CucbD-/view,general,6234,Trump,Donald Trump,REP,46.5
127613,68130,2020,Minnesota,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,C-,1141,lv,lv,Automated Phone,U.S. President,0,,8/15/2020,8/18/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/19/2020 23:51,,https://drive.google.com/file/d/1k75e8WjQL01TXmzE3aVSBqrHo5CucbD-/view,general,6234,Jorgensen,Jo Jorgensen,LIB,3.7
127652,68151,2020,,1416,Harris Insights & Analytics,960,Hill.TV,HarrisX,133,Harris Insights & Analytics,C,2840,rv,rv,Online,U.S. President,0,,8/15/2020,8/18/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/21/2020 16:20,,https://thehill.com/hilltv/what-americas-thinking/513188-poll-trump-trails-biden-by-8-points-as-democratic-convention,general,6210,Biden,Joseph R. Biden Jr.,DEM,46
127652,68151,2020,,1416,Harris Insights & Analytics,960,Hill.TV,HarrisX,133,Harris Insights & Analytics,C,2840,rv,rv,Online,U.S. President,0,,8/15/2020,8/18/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/21/2020 16:20,,https://thehill.com/hilltv/what-americas-thinking/513188-poll-trump-trails-biden-by-8-points-as-democratic-convention,general,6210,Trump,Donald Trump,REP,38
127610,68123,2020,,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,1391,a,a,Online,U.S. President,0,,8/14/2020,8/18/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/19/2020 16:55,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-08/2020_reuters_tracking_-_core_political_presidential_approval_tracker_08_19_2020.pdf,general,6210,Biden,Joseph R. Biden Jr.,DEM,45
127610,68123,2020,,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,1391,a,a,Online,U.S. President,0,,8/14/2020,8/18/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/19/2020 16:55,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-08/2020_reuters_tracking_-_core_political_presidential_approval_tracker_08_19_2020.pdf,general,6210,Trump,Donald Trump,REP,36
127611,68123,2020,,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,1179,rv,rv,Online,U.S. President,0,,8/14/2020,8/18/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/19/2020 16:55,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-08/2020_reuters_tracking_-_core_political_presidential_approval_tracker_08_19_2020.pdf,general,6210,Biden,Joseph R. Biden Jr.,DEM,48
127611,68123,2020,,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,1179,rv,rv,Online,U.S. President,0,,8/14/2020,8/18/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/19/2020 16:55,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-08/2020_reuters_tracking_-_core_political_presidential_approval_tracker_08_19_2020.pdf,general,6210,Trump,Donald Trump,REP,40
127628,68136,2020,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,,1000,lv,lv,Online,U.S. President,0,,8/14/2020,8/18/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/20/2020 12:05,,https://60p3co1nax34ovc830mr2sak-wpengine.netdna-ssl.com/wp-content/uploads/Omnibus_Release1_deck_August20201.pdf,general,6210,Biden,Joseph R. Biden Jr.,DEM,53
127628,68136,2020,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,,1000,lv,lv,Online,U.S. President,0,,8/14/2020,8/18/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/20/2020 12:05,,https://60p3co1nax34ovc830mr2sak-wpengine.netdna-ssl.com/wp-content/uploads/Omnibus_Release1_deck_August20201.pdf,general,6210,Trump,Donald Trump,REP,39
127629,68136,2020,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,,1000,lv,lv,Online,U.S. President,0,,8/14/2020,8/18/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/20/2020 12:05,,https://60p3co1nax34ovc830mr2sak-wpengine.netdna-ssl.com/wp-content/uploads/Omnibus_Release1_deck_August20201.pdf,general,6210,Biden,Joseph R. Biden Jr.,DEM,51
127629,68136,2020,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,,1000,lv,lv,Online,U.S. President,0,,8/14/2020,8/18/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/20/2020 12:05,,https://60p3co1nax34ovc830mr2sak-wpengine.netdna-ssl.com/wp-content/uploads/Omnibus_Release1_deck_August20201.pdf,general,6210,Trump,Donald Trump,REP,38
127629,68136,2020,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,,1000,lv,lv,Online,U.S. President,0,,8/14/2020,8/18/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/20/2020 12:05,,https://60p3co1nax34ovc830mr2sak-wpengine.netdna-ssl.com/wp-content/uploads/Omnibus_Release1_deck_August20201.pdf,general,6210,Jorgensen,Jo Jorgensen,LIB,2
127629,68136,2020,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,,1000,lv,lv,Online,U.S. President,0,,8/14/2020,8/18/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/20/2020 12:05,,https://60p3co1nax34ovc830mr2sak-wpengine.netdna-ssl.com/wp-content/uploads/Omnibus_Release1_deck_August20201.pdf,general,6210,Hawkins,Howie Hawkins,GRE,1
127629,68136,2020,,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,,1000,lv,lv,Online,U.S. President,0,,8/14/2020,8/18/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/20/2020 12:05,,https://60p3co1nax34ovc830mr2sak-wpengine.netdna-ssl.com/wp-content/uploads/Omnibus_Release1_deck_August20201.pdf,general,6210,West,Kanye West,IND,1
127598,68121,2020,,399,Rasmussen Reports/Pulse Opinion Research,,,Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,C+,2500,lv,lv,IVR/Online,U.S. President,0,,8/12/2020,8/18/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/19/2020 11:11,,https://www.rasmussenreports.com/public_content/politics/elections/election_2020/white_house_watch_aug19,general,6210,Biden,Joseph R. Biden Jr.,DEM,48
127598,68121,2020,,399,Rasmussen Reports/Pulse Opinion Research,,,Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,C+,2500,lv,lv,IVR/Online,U.S. President,0,,8/12/2020,8/18/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/19/2020 11:11,,https://www.rasmussenreports.com/public_content/politics/elections/election_2020/white_house_watch_aug19,general,6210,Trump,Donald Trump,REP,44
127657,68156,2020,North Carolina,1562,Redfield & Wilton Strategies,,,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,967,lv,lv,Online,U.S. President,0,,8/16/2020,8/17/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/21/2020 19:00,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-16-19-august/,general,6238,Biden,Joseph R. Biden Jr.,DEM,44
127657,68156,2020,North Carolina,1562,Redfield & Wilton Strategies,,,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,967,lv,lv,Online,U.S. President,0,,8/16/2020,8/17/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/21/2020 19:00,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-16-19-august/,general,6238,Trump,Donald Trump,REP,46
127657,68156,2020,North Carolina,1562,Redfield & Wilton Strategies,,,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,967,lv,lv,Online,U.S. President,0,,8/16/2020,8/17/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/21/2020 19:00,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-16-19-august/,general,6238,Jorgensen,Jo Jorgensen,LIB,2
127657,68156,2020,North Carolina,1562,Redfield & Wilton Strategies,,,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,967,lv,lv,Online,U.S. President,0,,8/16/2020,8/17/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/21/2020 19:00,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-16-19-august/,general,6238,Hawkins,Howie Hawkins,GRE,0
127658,68157,2020,Pennsylvania,1562,Redfield & Wilton Strategies,,,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,1006,lv,lv,Online,U.S. President,0,,8/16/2020,8/17/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/21/2020 19:00,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-16-19-august/,general,6249,Biden,Joseph R. Biden Jr.,DEM,48
127658,68157,2020,Pennsylvania,1562,Redfield & Wilton Strategies,,,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,1006,lv,lv,Online,U.S. President,0,,8/16/2020,8/17/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/21/2020 19:00,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-16-19-august/,general,6249,Trump,Donald Trump,REP,41
127658,68157,2020,Pennsylvania,1562,Redfield & Wilton Strategies,,,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,1006,lv,lv,Online,U.S. President,0,,8/16/2020,8/17/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/21/2020 19:00,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-16-19-august/,general,6249,Jorgensen,Jo Jorgensen,LIB,1
127658,68157,2020,Pennsylvania,1562,Redfield & Wilton Strategies,,,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,1006,lv,lv,Online,U.S. President,0,,8/16/2020,8/17/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/21/2020 19:00,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-16-19-august/,general,6249,Hawkins,Howie Hawkins,GRE,1
127658,68157,2020,Pennsylvania,1562,Redfield & Wilton Strategies,,,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,1006,lv,lv,Online,U.S. President,0,,8/16/2020,8/17/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/21/2020 19:00,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-16-19-august/,general,6249,West,Kanye West,IND,1
127636,68141,2020,New Hampshire,446,Saint Anselm College,,,Saint Anselm College,494,Saint Anselm College,,1042,rv,rv,Online,U.S. President,0,,8/15/2020,8/17/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/20/2020 17:26,,https://htv-prod-media.s3.amazonaws.com/files/saintanselmpollaugust20-1597956431.pdf,general,6241,Biden,Joseph R. Biden Jr.,DEM,51
127636,68141,2020,New Hampshire,446,Saint Anselm College,,,Saint Anselm College,494,Saint Anselm College,,1042,rv,rv,Online,U.S. President,0,,8/15/2020,8/17/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/20/2020 17:26,,https://htv-prod-media.s3.amazonaws.com/files/saintanselmpollaugust20-1597956431.pdf,general,6241,Trump,Donald Trump,REP,43
127643,68146,2020,Michigan,1447,Civiqs,1231,Rust Belt Rising,Civiqs,471,Civiqs,B/C,631,rv,rv,Online,U.S. President,0,,8/13/2020,8/17/2020,11/3/2020,,FALSE,DEM,,FALSE,FALSE,8/21/2020 15:17,,https://drive.google.com/file/d/1TOwQt45-UY4D1rNRV-7J_sCp6P2YcvTR/view,general,6233,Biden,Joseph R. Biden Jr.,DEM,49
127643,68146,2020,Michigan,1447,Civiqs,1231,Rust Belt Rising,Civiqs,471,Civiqs,B/C,631,rv,rv,Online,U.S. President,0,,8/13/2020,8/17/2020,11/3/2020,,FALSE,DEM,,FALSE,FALSE,8/21/2020 15:17,,https://drive.google.com/file/d/1TOwQt45-UY4D1rNRV-7J_sCp6P2YcvTR/view,general,6233,Trump,Donald Trump,REP,46
127644,68147,2020,Ohio,1447,Civiqs,1231,Rust Belt Rising,Civiqs,471,Civiqs,B/C,637,rv,rv,Online,U.S. President,0,,8/13/2020,8/17/2020,11/3/2020,,FALSE,DEM,,FALSE,FALSE,8/21/2020 15:17,,https://drive.google.com/file/d/1AbiNw5dvJS-tH4PL-shBHywfNQ0JRjKP/view,general,6246,Biden,Joseph R. Biden Jr.,DEM,47
127644,68147,2020,Ohio,1447,Civiqs,1231,Rust Belt Rising,Civiqs,471,Civiqs,B/C,637,rv,rv,Online,U.S. President,0,,8/13/2020,8/17/2020,11/3/2020,,FALSE,DEM,,FALSE,FALSE,8/21/2020 15:17,,https://drive.google.com/file/d/1AbiNw5dvJS-tH4PL-shBHywfNQ0JRjKP/view,general,6246,Trump,Donald Trump,REP,47
127645,68148,2020,Pennsylvania,1447,Civiqs,1231,Rust Belt Rising,Civiqs,471,Civiqs,B/C,617,rv,rv,Online,U.S. President,0,,8/13/2020,8/17/2020,11/3/2020,,FALSE,DEM,,FALSE,FALSE,8/21/2020 15:18,,https://drive.google.com/file/d/1QMTrst_8J7zy13VqfbNU_U0jsQmYarm_/view,general,6249,Biden,Joseph R. Biden Jr.,DEM,51
127645,68148,2020,Pennsylvania,1447,Civiqs,1231,Rust Belt Rising,Civiqs,471,Civiqs,B/C,617,rv,rv,Online,U.S. President,0,,8/13/2020,8/17/2020,11/3/2020,,FALSE,DEM,,FALSE,FALSE,8/21/2020 15:18,,https://drive.google.com/file/d/1QMTrst_8J7zy13VqfbNU_U0jsQmYarm_/view,general,6249,Trump,Donald Trump,REP,44
127646,68149,2020,Wisconsin,1447,Civiqs,1231,Rust Belt Rising,Civiqs,471,Civiqs,B/C,754,rv,rv,Online,U.S. President,0,,8/13/2020,8/17/2020,11/3/2020,,FALSE,DEM,,FALSE,FALSE,8/21/2020 15:18,,https://drive.google.com/file/d/15BNLycMHUm_FECx3zUsBbFs0I143ZZbB/view,general,6259,Biden,Joseph R. Biden Jr.,DEM,51
127646,68149,2020,Wisconsin,1447,Civiqs,1231,Rust Belt Rising,Civiqs,471,Civiqs,B/C,754,rv,rv,Online,U.S. President,0,,8/13/2020,8/17/2020,11/3/2020,,FALSE,DEM,,FALSE,FALSE,8/21/2020 15:18,,https://drive.google.com/file/d/15BNLycMHUm_FECx3zUsBbFs0I143ZZbB/view,general,6259,Trump,Donald Trump,REP,45
127631,68138,2020,Pennsylvania,329,Muhlenberg College,269,Morning Call,Muhlenberg College,219,Muhlenberg College,A+,416,lv,lv,Live Phone,U.S. President,0,,8/11/2020,8/17/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/20/2020 12:59,,https://www.muhlenberg.edu/aug2020election/,general,6249,Biden,Joseph R. Biden Jr.,DEM,49
127631,68138,2020,Pennsylvania,329,Muhlenberg College,269,Morning Call,Muhlenberg College,219,Muhlenberg College,A+,416,lv,lv,Live Phone,U.S. President,0,,8/11/2020,8/17/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/20/2020 12:59,,https://www.muhlenberg.edu/aug2020election/,general,6249,Trump,Donald Trump,REP,45
127655,68154,2020,Florida,1562,Redfield & Wilton Strategies,,,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,1280,lv,lv,Online,U.S. President,0,,8/16/2020,8/16/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/21/2020 19:00,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-16-19-august/,general,6220,Biden,Joseph R. Biden Jr.,DEM,49
127655,68154,2020,Florida,1562,Redfield & Wilton Strategies,,,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,1280,lv,lv,Online,U.S. President,0,,8/16/2020,8/16/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/21/2020 19:00,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-16-19-august/,general,6220,Trump,Donald Trump,REP,41
127655,68154,2020,Florida,1562,Redfield & Wilton Strategies,,,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,1280,lv,lv,Online,U.S. President,0,,8/16/2020,8/16/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/21/2020 19:00,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-16-19-august/,general,6220,Jorgensen,Jo Jorgensen,LIB,1
127655,68154,2020,Florida,1562,Redfield & Wilton Strategies,,,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,1280,lv,lv,Online,U.S. President,0,,8/16/2020,8/16/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/21/2020 19:00,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-16-19-august/,general,6220,Hawkins,Howie Hawkins,GRE,1
127555,68095,2020,,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B/C,11809,lv,lv,Online,U.S. President,0,,8/14/2020,8/16/2020,11/3/2020,,FALSE,,TRUE,FALSE,FALSE,8/17/2020 18:05,,https://morningconsult.com/2020-presidential-election-tracker/,general,6210,Biden,Joseph R. Biden Jr.,DEM,51
127555,68095,2020,,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B/C,11809,lv,lv,Online,U.S. President,0,,8/14/2020,8/16/2020,11/3/2020,,FALSE,,TRUE,FALSE,FALSE,8/17/2020 18:05,,https://morningconsult.com/2020-presidential-election-tracker/,general,6210,Trump,Donald Trump,REP,43
127560,68098,2020,,1575,Léger,,,Léger,572,Léger,,1001,a,a,Online,U.S. President,0,,8/14/2020,8/16/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/17/2020 22:42,,https://leger360.com/wp-content/uploads/2020/08/Legers-Weekly-Survey-august-17th-2020.pdf,general,6210,Biden,Joseph R. Biden Jr.,DEM,51
127560,68098,2020,,1575,Léger,,,Léger,572,Léger,,1001,a,a,Online,U.S. President,0,,8/14/2020,8/16/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/17/2020 22:42,,https://leger360.com/wp-content/uploads/2020/08/Legers-Weekly-Survey-august-17th-2020.pdf,general,6210,Trump,Donald Trump,REP,35
127548,68089,2020,Wisconsin,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B/C,788,lv,lv,Online,U.S. President,0,,8/7/2020,8/16/2020,11/3/2020,,FALSE,,,FALSE,FALSE,8/17/2020 18:01,,https://morningconsult.com/2020/08/17/wisconsin-dnc-biden-trump-polling/,general,6259,Biden,Joseph R. Biden Jr.,DEM,49
