question_id,poll_id,state,politician_id,politician,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,start_date,end_date,sponsor_candidate,tracking,created_at,notes,url,source,yes,no
127491,68069,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,1000,a,a,Online,8/12/2020,8/14/2020,,,8/14/2020 15:00,,https://docs.cdn.yougov.com/2h3n2vn71x/tabs_Trump_Tweets_20200812.pdf,538,42,52
127492,68069,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,722,rv,rv,Online,8/12/2020,8/14/2020,,,8/14/2020 15:00,,https://docs.cdn.yougov.com/2h3n2vn71x/tabs_Trump_Tweets_20200812.pdf,538,45,52
127614,68131,,11,Donald Trump,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B/C,3735,rv,rv,Online,8/5/2020,8/14/2020,,,8/20/2020 6:54,,https://assets.morningconsult.com/wp-uploads/2020/08/20045546/200853_crosstabs_STATE_OF_THE_PARTIES_STACKED_RVs_STACKED_v1_LM.pdf,538,40,58
127429,68044,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,1000,a,a,Online,8/11/2020,8/13/2020,,,8/13/2020 10:51,,https://docs.cdn.yougov.com/logd6zespf/tabs_Trump_Tweets_20200811.pdf,538,40,56
127430,68044,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,748,rv,rv,Online,8/11/2020,8/13/2020,,,8/13/2020 10:51,,https://docs.cdn.yougov.com/logd6zespf/tabs_Trump_Tweets_20200811.pdf,538,41,58
127488,68066,,11,Donald Trump,399,Rasmussen Reports/Pulse Opinion Research,,,Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,lv,IVR/Online,8/11/2020,8/13/2020,,TRUE,8/14/2020 9:25,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,538,47,52
127438,68048,,11,Donald Trump,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B/C,1990,rv,rv,Online,8/12/2020,8/12/2020,,,8/13/2020 12:08,,https://assets.morningconsult.com/wp-uploads/2020/08/13115945/200847_crosstabs_POLITICO_RVs_v1_LM.pdf,538,39,60
127541,68088,,11,Donald Trump,1562,Redfield & Wilton Strategies,,,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,2000,rv,rv,Online,8/12/2020,8/12/2020,,,8/17/2020 16:54,,https://redfieldandwiltonstrategies.com/latest-usa-voting-intention-august-12/,538,40,43
127399,68027,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,1000,a,a,Online,8/10/2020,8/12/2020,,,8/12/2020 11:06,,https://docs.cdn.yougov.com/iyk0dhi9py/tabs_Trump_Tweets_20200810.pdf,538,41,53
127400,68027,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,752,rv,rv,Online,8/10/2020,8/12/2020,,,8/12/2020 11:06,,https://docs.cdn.yougov.com/iyk0dhi9py/tabs_Trump_Tweets_20200810.pdf,538,43,55
127428,68043,,11,Donald Trump,399,Rasmussen Reports/Pulse Opinion Research,,,Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,lv,IVR/Online,8/10/2020,8/12/2020,,TRUE,8/13/2020 9:25,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,538,47,52
127453,68056,,11,Donald Trump,590,Fox News/Beacon Research/Shaw & Co. Research,,,Fox News,103,Fox News/Beacon Research/Shaw & Co. Research,A-,1000,rv,rv,Live Phone,8/9/2020,8/12/2020,,,8/13/2020 18:05,,https://static.foxnews.com/foxnews.com/content/uploads/2020/08/Fox_August-9-12-2020_Complete_National_Topline_August-13-Release.pdf,538,44,54
127500,68075,,11,Donald Trump,335,NBC News/The Wall Street Journal,,,NBC News/The Wall Street Journal,221,NBC News/The Wall Street Journal,A-,900,rv,rv,Live Phone,8/9/2020,8/12/2020,,,8/16/2020 8:53,,https://assets.documentcloud.org/documents/7037941/200438-NBCWSJ-August-Poll-8-16-20-Release.pdf,538,44,53
127607,68128,,11,Donald Trump,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B/C,2200,a,a,Online,8/9/2020,8/12/2020,,,8/19/2020 14:45,,https://assets.morningconsult.com/wp-uploads/2020/08/19125508/200841_crosstabs_FALL__WINTER_PROD_Adults_v1_AUTO.pdf,538,40,56
127524,68071,,11,Donald Trump,169,Gallup,,,Gallup,112,Gallup,B,1031,a,a,Live Phone,7/30/2020,8/12/2020,,,8/17/2020 8:34,,https://news.gallup.com/poll/317477/trump-job-approval-below-seven-key-issues.aspx,Gallup,42,55
127410,68034,,11,Donald Trump,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,1215,a,a,Online,8/10/2020,8/11/2020,,,8/12/2020 15:58,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-08/2020_reuters_tracking_-_core_political_presidential_approval_tracker_08_12_2020.pdf,538,40,55
127411,68034,,11,Donald Trump,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,1034,rv,rv,Online,8/10/2020,8/11/2020,,,8/12/2020 15:58,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-08/2020_reuters_tracking_-_core_political_presidential_approval_tracker_08_12_2020.pdf,538,41,57
127349,68004,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,1000,a,a,Online,8/9/2020,8/11/2020,,,8/11/2020 14:27,,https://docs.cdn.yougov.com/ceulrrvzxd/tabs_Trump_Tweets_20200809.pdf,538,41,53
127350,68004,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,827,rv,rv,Online,8/9/2020,8/11/2020,,,8/11/2020 14:27,,https://docs.cdn.yougov.com/ceulrrvzxd/tabs_Trump_Tweets_20200809.pdf,538,43,57
127381,68021,,11,Donald Trump,399,Rasmussen Reports/Pulse Opinion Research,,,Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,lv,IVR/Online,8/9/2020,8/11/2020,,TRUE,8/12/2020 9:27,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,538,48,51
127382,68022,,11,Donald Trump,568,YouGov,352,Economist,YouGov,391,YouGov,B,1500,a,a,Online,8/9/2020,8/11/2020,,,8/12/2020 9:39,,https://docs.cdn.yougov.com/horeovzt7u/econTabReport.pdf,538,43,53
127383,68022,,11,Donald Trump,568,YouGov,352,Economist,YouGov,391,YouGov,B,1208,rv,rv,Online,8/9/2020,8/11/2020,,,8/12/2020 9:39,,https://docs.cdn.yougov.com/horeovzt7u/econTabReport.pdf,538,44,54
127409,68033,,11,Donald Trump,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B/C,2200,a,a,Online,8/9/2020,8/11/2020,,,8/12/2020 14:47,,https://assets.morningconsult.com/wp-uploads/2020/08/12092206/200829_crosstabs_CORONAVIRUS_VACCINE_Adults_v1_LM-1.pdf,538,41,55
127450,68036,,11,Donald Trump,1416,Harris Insights & Analytics,960,Hill.TV,HarrisX,133,Harris Insights & Analytics,C,2828,rv,rv,Online,8/8/2020,8/11/2020,,,8/13/2020 16:50,,https://thehill.com/hilltv/what-americas-thinking/511914-poll-majority-of-suburban-voters-disapprove-of-president-trump,538,45,55
127471,68061,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A+,1261,a,a,Live Phone,8/3/2020,8/11/2020,,,8/14/2020 6:25,,http://maristpoll.marist.edu/wp-content/uploads/2020/08/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-TABLES_202008121039.pdf,538,39,54
127472,68061,,11,Donald Trump,1205,Marist College,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A+,1118,rv,rv,Live Phone,8/3/2020,8/11/2020,,,8/14/2020 6:25,,http://maristpoll.marist.edu/wp-content/uploads/2020/08/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-TABLES_202008121039.pdf,538,39,55
127373,68018,,11,Donald Trump,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B/C,1983,rv,rv,Online,8/9/2020,8/10/2020,,,8/12/2020 6:05,,https://www.politico.com/f/?id=00000173-df62-d479-af73-ff7a463c0000,538,41,58
127288,67977,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,1000,a,a,Online,8/8/2020,8/10/2020,,,8/10/2020 12:13,,https://docs.cdn.yougov.com/86lwfu46rf/tabs_Trump_Tweets_20200808.pdf,538,42,55
127289,67977,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,798,rv,rv,Online,8/8/2020,8/10/2020,,,8/10/2020 12:13,,https://docs.cdn.yougov.com/86lwfu46rf/tabs_Trump_Tweets_20200808.pdf,538,43,55
127283,67976,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,1000,a,a,Online,8/7/2020,8/10/2020,,,8/10/2020 11:45,,https://docs.cdn.yougov.com/hp62y0wtwh/tabs_Trump_Tweets_20200807.pdf,538,41,54
127284,67976,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,744,rv,rv,Online,8/7/2020,8/10/2020,,,8/10/2020 11:45,,https://docs.cdn.yougov.com/hp62y0wtwh/tabs_Trump_Tweets_20200807.pdf,538,41,56
127324,67997,,11,Donald Trump,399,Rasmussen Reports/Pulse Opinion Research,,,Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,lv,IVR/Online,8/6/2020,8/10/2020,,TRUE,8/11/2020 9:24,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,538,49,51
127431,67999,,11,Donald Trump,320,Monmouth University,,,Monmouth University,215,Monmouth University,A+,868,a,a,Live Phone,8/6/2020,8/10/2020,,,8/13/2020 11:11,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_081320.pdf/,538,41,53
127432,67999,,11,Donald Trump,320,Monmouth University,,,Monmouth University,215,Monmouth University,A+,785,rv,rv,Live Phone,8/6/2020,8/10/2020,,,8/13/2020 11:11,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_081320.pdf/,538,42,53
127371,68017,,11,Donald Trump,1406,Global Strategy Group/GBAO/Navigator Research,,,Global Strategy Group/GBAO (Navigator Research),413,Global Strategy Group/GBAO/Navigator Research,,1419,rv,rv,Online,8/6/2020,8/10/2020,,,8/12/2020 5:43,,https://navigatorresearch.org/wp-content/uploads/2020/08/Navigating-Coronavirus-Full-Topline-F08.12.20.pdf,538,43,56
127457,68057,,11,Donald Trump,1189,Morning Consult,1086,Hollywood Reporter,Morning Consult,218,Morning Consult,B/C,2200,a,a,Online,8/6/2020,8/10/2020,,,8/13/2020 18:30,,https://www.hollywoodreporter.com/sites/default/files/custom2/THR%20Morning%20Consult%20August%206.pdf,538,38,57
127619,68133,,11,Donald Trump,1189,Morning Consult,1431,Murmuration,Morning Consult,218,Morning Consult,B/C,2200,a,a,Online,8/4/2020,8/10/2020,,,8/20/2020 9:25,,https://www.dropbox.com/s/3onzzvtzlpgdo4t/MC%20Poll%20Toplines.pdf,538,38,58
127360,68010,,11,Donald Trump,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,2143,lv,lv,Online,8/7/2020,8/9/2020,,,8/12/2020 5:35,,https://www.changeresearch.com/post/states-of-play-battleground-wave-11,538,46,54
127281,67975,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,1000,a,a,Online,8/6/2020,8/9/2020,,,8/10/2020 11:19,,https://docs.cdn.yougov.com/1kjo738aba/tabs_Trump_Tweets_20200806.pdf,538,43,50
127282,67975,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,745,rv,rv,Online,8/6/2020,8/9/2020,,,8/10/2020 11:19,,https://docs.cdn.yougov.com/1kjo738aba/tabs_Trump_Tweets_20200806.pdf,538,44,53
127276,67972,,11,Donald Trump,399,Rasmussen Reports/Pulse Opinion Research,,,Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,lv,IVR/Online,8/5/2020,8/9/2020,,TRUE,8/10/2020 9:24,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,538,48,51
127315,67994,,11,Donald Trump,1193,SurveyMonkey,132,NBC News,SurveyMonkey,324,SurveyMonkey,D-,44601,a,a,Online,8/3/2020,8/9/2020,,,8/11/2020 6:49,,https://www.surveymonkey.com/curiosity/nbc-poll-covid-aug9/,538,44,54
127603,68125,,11,Donald Trump,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B/C,2200,a,a,Online,8/4/2020,8/8/2020,,,8/19/2020 13:13,,https://assets.morningconsult.com/wp-uploads/2020/08/19105847/200817_crosstabs_ENTERTAINMENT_Adults_v1_LM.pdf,538,39,57
127258,67959,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,1000,a,a,Online,8/5/2020,8/7/2020,,,8/7/2020 13:05,,https://docs.cdn.yougov.com/2stdsrv7p5/tabs_Trump_Tweets_20200805.pdf,538,42,54
127259,67959,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,797,rv,rv,Online,8/5/2020,8/7/2020,,,8/7/2020 13:05,,https://docs.cdn.yougov.com/2stdsrv7p5/tabs_Trump_Tweets_20200805.pdf,538,42,56
127295,67980,,11,Donald Trump,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B/C,2200,a,a,Online,8/4/2020,8/7/2020,,,8/10/2020 15:03,,https://assets.morningconsult.com/wp-uploads/2020/08/10131515/200816_crosstabs_COMFORT_TREND_Adults_v1_AUTO.pdf,538,38,57
127219,67946,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,1000,a,a,Online,8/4/2020,8/6/2020,,,8/6/2020 11:54,,https://docs.cdn.yougov.com/f8pjtw6jwi/tabs_Trump_Tweets_20200804.pdf,538,41,52
127220,67946,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,748,rv,rv,Online,8/4/2020,8/6/2020,,,8/6/2020 11:54,,https://docs.cdn.yougov.com/f8pjtw6jwi/tabs_Trump_Tweets_20200804.pdf,538,42,55
127251,67957,,11,Donald Trump,399,Rasmussen Reports/Pulse Opinion Research,,,Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,lv,IVR/Online,8/4/2020,8/6/2020,,TRUE,8/7/2020 9:25,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,538,48,51
127278,67974,,11,Donald Trump,1517,Georgetown University (Battleground),,,Georgetown University/Battleground,114,Georgetown University (Battleground),A/B,1000,lv,lv,Live Phone,8/1/2020,8/6/2020,,,8/10/2020 10:27,,https://politics.georgetown.edu/battleground-poll/,538,41.93,55.01
127169,67925,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,1000,a,a,Online,8/3/2020,8/5/2020,,,8/5/2020 12:48,,https://docs.cdn.yougov.com/a3yq9zbqeh/tabs_Trump_Tweets_20200803.pdf,538,40,54
127170,67925,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,758,rv,rv,Online,8/3/2020,8/5/2020,,,8/5/2020 12:48,,https://docs.cdn.yougov.com/a3yq9zbqeh/tabs_Trump_Tweets_20200803.pdf,538,40,58
127199,67939,,11,Donald Trump,399,Rasmussen Reports/Pulse Opinion Research,,,Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,lv,IVR/Online,8/3/2020,8/5/2020,,TRUE,8/6/2020 9:25,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,538,46,52
127138,67912,,11,Donald Trump,1478,Research Co.,,,Research Co.,449,Research Co.,B-,1200,a,a,Online,8/3/2020,8/4/2020,,,8/5/2020 9:02,,https://researchco.ca/2020/08/05/united-states-covid19/,538,43,54
127173,67926,,11,Donald Trump,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,1115,a,a,Online,8/3/2020,8/4/2020,,,8/5/2020 14:41,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-08/2020_reuters_tracking_-_core_political_presidential_approval_tracker_08_05_2020.pdf,538,39,57
127174,67926,,11,Donald Trump,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,964,rv,rv,Online,8/3/2020,8/4/2020,,,8/5/2020 14:41,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-08/2020_reuters_tracking_-_core_political_presidential_approval_tracker_08_05_2020.pdf,538,40,59
127110,67896,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,1000,a,a,Online,8/2/2020,8/4/2020,,,8/4/2020 11:46,,https://docs.cdn.yougov.com/sar518u5m3/tabs_Trump_Tweets_20200802.pdf,538,44,51
127111,67896,,11,Donald Trump,568,YouGov,,,YouGov,391,YouGov,B,789,rv,rv,Online,8/2/2020,8/4/2020,,,8/4/2020 11:46,,https://docs.cdn.yougov.com/sar518u5m3/tabs_Trump_Tweets_20200802.pdf,538,44,54
